rtt
9804
19219
34447
33457
32438
25094
25228
24211
25239
25167
27186
34359
32206
24798
24777
24938
25996
24889
25032
25935
34202
33000
24645
24977
25063
25247
24879
25009
25867
28076
33126
24703
24725
25699
24939
25030
24964
25961
26960
27083
19689
24858
24908
24941
25142
25084
25890
27225
32307
24894
24981
25601
25912
24973
25152
25013
27125
27104
19713
25077
24843
25651
25223
25169
25065
26977
26979
19664
24767
24667
25717
25212
232745
250245
250558
241141
232744
225387
216009
208711
200327
190943
183602
175219
166750
158381
150029
141637
133245
125861
116478
108092
100640
91242
83909
75516
66123
58726
50338
41954
34112
34610
33167
25132
25173
24136
24927
25752
26945
33538
33337
24220
25084
25137
25262
25083
25997
26908
33313
34184
25861
24776
25093
25133
25120
25925
26071
33498
33418
24169
24921
25149
25150
25142
26039
27021
33334
33395
25174
25161
25310
25180
25063
26014
27034
33168
25741
24712
24815
25060
24999
24709
25862
26984
33349
34166
24787
24780
25020
25118
24952
25967
26002
33467
34291
24965
25858
24943
24069
25026
25986
26907
27040
19663
24778
24802
25613
24951
24421
25532
27507
33330
33253
24902
25893
25236
25176
24086
25942
26948
33288
33242
24940
25081
25272
25308
25006
25943
27124
33623
33527
25225
24930
25057
24970
24868
25931
27063
33468
33307
24937
25856
25004
25120
24031
25872
26868
33360
33235
25027
25943
24917
25044
25185
25995
26818
26695
19310
24710
24820
25629
25829
24865
24819
25973
27076
33434
25014
25166
24820
25079
25118
25016
25883
26916
33342
25823
25010
24866
24982
25947
24935
25983
26085
33346
24930
25890
24882
25175
24264
25203
26135
27025
33237
24807
25727
24701
25125
24236
25280
26069
27228
33486
25071
25939
24693
25005
24212
25074
25927
26992
33345
24931
25113
24791
25006
24788
24910
25798
25837
27927
19543
24587
24552
25591
24974
25039
24902
25937
26905
34311
32133
24708
24836
24984
25009
24850
24859
26875
34019
33108
32955
25823
25217
25040
25061
24804
25887
34186
28142
33064
24778
24949
24579
24909
24907
25798
26963
26932
19486
25791
24603
25763
25026
25142
25036
26045
27116
33228
25818
24656
24558
24986
25432
25240
26089
26718
32984
24535
25789
24652
25027
25097
25020
26111
25976
33467
25046
25010
25070
25095
24903
25865
25788
25802
26889
19487
24619
24657
25761
25072
25130
25005
25901
26899
34131
25721
24724
24719
24963
25159
25016
25100
26992
34292
33137
25750
24782
24955
25094
25287
25372
26345
18961
24880
25723
24665
24989
25145
25039
25243
26227
34906
25487
25880
24700
24586
24231
25093
25094
27017
34483
33326
25895
24781
25057
25042
24915
24732
25733
27898
33215
32989
24846
24904
25056
25210
25154
26240
33317
33525
33505
26023
25303
25103
24031
25071
26061
34192
33239
33046
25807
25168
24975
25084
24940
25987
27030
33273
33139
24816
25914
25050
25074
25122
25989
26973
26997
19568
24867
24882
24886
25142
25434
25867
26905
26695
19288
24762
24699
25705
25047
25185
24919
26965
26909
19418
24888
24821
24738
25126
25039
25017
25896
26918
33140
24781
25838
24794
24975
24964
24813
25894
25979
33348
24952
25162
24953
25189
24975
25006
26050
26149
33392
24972
24973
24901
25157
25172
25065
26067
25917
28034
19666
24652
24908
24657
24995
25035
25862
25861
27009
19543
24872
24792
25623
25058
25078
25096
25830
26876
34132
25761
25893
24749
24995
25057
25033
25006
26046
34392
33362
24967
24718
24860
24945
25032
25053
26046
34394
33490
32595
25242
25412
25175
24877
24933
25949
34307
33301
33073
25972
24961
24844
25081
25059
26040
26971
33226
33144
24877
24951
25151
25156
25024
26069
26989
33296
33116
24789
25736
25051
25104
25397
25827
26823
26541
19142
24760
24617
25571
25802
24928
24808
25771
26862
33153
24739
24812
24821
25145
25174
25027
25876
25786
27885
19474
24706
24733
25784
25013
24966
24889
25762
26861
34273
25888
24932
24889
24174
25199
25080
25992
26992
33931
32901
25510
24379
25295
25216
26278
26222
32562
25166
25281
24945
25212
24947
25070
26010
26104
33351
24971
25165
24794
24959
24629
25997
25793
25951
32138
24738
24818
25655
25994
25167
25197
25134
26079
27188
19779
24898
24852
25748
25011
25012
24965
25935
27029
33243
24823
24945
24776
25092
24983
24902
25823
26905
34153
32211
24828
24765
25114
25114
25004
24939
26925
34323
33331
32270
24956
25223
25230
25040
24933
25909
34234
33344
32156
24876
25163
25069
24953
24930
25817
34233
33371
33209
25955
24993
25020
25006
24991
25888
26961
33421
33274
24842
25822
24901
25016
25012
25830
26845
26902
19506
24719
24702
25725
25039
25034
24890
26856
26837
33334
25923
24871
24909
25012
25249
24985
26030
26943
33362
24922
24984
24825
24907
25926
24745
25799
25762
33134
33985
24665
25709
25959
24959
24985
24880
25981
27058
19686
26049
24754
25742
24911
25086
24958
24875
26779
34035
25618
25775
24623
