rtt
9358
9800
9416
9422
9475
9357
9526
9465
9279
9636
9456
9437
9562
9501
10666
9755
9510
9629
9684
9833
9644
9399
9655
9466
9571
9555
9793
9515
10480
9441
9404
9514
9502
9866
9388
9565
9435
9645
9855
9635
10183
9620
9432
9440
9445
9760
9550
9495
9414
9394
9383
9272
9638
11246
9352
9593
9599
9497
9523
10295
9585
9543
9406
9490
9454
9471
9483
9967
9596
9545
9450
9483
9701
9399
9620
9555
9523
9573
9644
9507
9376
9493
9413
9498
9537
9720
9568
9412
9444
9456
9886
9454
9418
9579
9510
9333
9791
9834
9473
9428
9551
9541
9736
9768
9622
9724
9736
9620
9629
9506
9696
9566
9401
9580
9537
9688
9496
9401
9562
9566
9568
9514
9959
9432
9815
9897
9662
9417
9623
9549
9565
9541
9447
9465
9499
9545
9583
9506
9383
9530
9480
9407
9650
10557
9584
9626
9579
9569
9672
9414
9731
9474
9487
9400
9291
9637
9527
9416
9433
9624
9346
9376
9507
9829
9616
9926
9344
9497
9536
9479
9538
9559
11726
9646
9608
9576
9704
9452
9559
9616
9434
9529
9677
9288
9652
9820
9595
9465
9502
9453
9510
9457
9695
9468
9413
9305
9538
9615
9447
9673
9635
9596
12026
9469
9381
9601
9859
9573
9432
9562
9610
9769
9597
9552
9549
9683
9255
9449
9547
9562
9605
9638
9546
9409
9478
9654
9407
9708
9610
9544
9571
9766
9454
9338
9717
9656
9908
9575
9538
9325
9635
9665
9445
9395
9534
9395
9403
9624
9529
9616
9423
9732
9352
9517
9765
9277
9483
9667
9353
9550
9445
9396
9452
9468
9658
9473
9442
9437
9320
9678
9544
9571
9930
9399
9547
9581
9698
9468
9431
9601
9681
9568
9327
9476
9500
9412
9499
9499
9812
9588
9405
9627
9493
9532
9276
9544
9392
9395
9542
9425
9848
9615
9723
9740
9499
10392
9414
9391
9621
9593
9438
9435
9376
9465
9466
9509
9805
9349
9379
9766
9432
9835
9487
9488
9802
9466
9541
9371
9442
10003
9446
9815
9531
9562
9338
9522
9296
9524
9557
9703
9341
9510
9569
9531
9727
9448
9471
9223
9351
9465
9482
9454
9284
9550
9537
9533
9650
9613
9407
9365
9562
9509
10113
13044
9327
9670
9635
9472
9516
9687
9663
9458
9384
9741
9396
9323
9376
9624
9405
16029
9505
9358
9677
9363
9477
9362
9469
11777
9451
9350
9464
9485
9374
9371
9463
9409
9602
9587
9647
9458
9359
9419
9632
9534
9335
9344
9234
9475
9403
9473
9398
9516
9474
9528
9601
9611
9566
9412
9416
9475
9479
9907
9398
9591
9632
9733
9575
9559
9517
9455
9384
9471
9466
9395
9673
9487
9584
9341
9523
9649
9239
9241
9559
9726
9401
9447
9626
9444
9601
9683
9671
9611
9523
9394
9461
9513
10563
9522
9493
9470
9391
9758
9580
9423
9713
9303
9400
9645
9524
9362
9316
9380
9621
9509
9310
9548
9336
9664
9739
9572
9496
9356
9373
9880
9507
9293
9409
9528
9698
12830
9430
9475
9517
9422
9732
9401
9391
9443
9567
9302
9391
9437
9886
9476
9401
9386
9270
9463
9499
9619
10306
9261
9578
9397
9418
9599
9567
9341
9434
9363
9368
9542
9580
9544
9387
9370
9766
9313
9392
9615
9395
9704
9399
9590
9414
9496
9626
9515
