rtt
9397
9421
9523
9706
9727
9579
10194
9370
9484
9444
9688
9760
9739
9470
9755
10185
9794
9479
10150
9762
9816
9411
9743
9504
9816
9507
9360
9520
9669
9166
9488
9540
9790
9578
9821
9562
9714
9563
9668
9510
9694
9536
9715
9241
9467
9373
9376
9440
9723
9716
9897
9447
9863
9764
9643
9544
9686
9685
9827
9576
9703
9505
9341
9275
9538
9653
9792
9412
9643
9463
9810
9399
9488
9655
9659
9410
9812
9523
9629
9363
9549
9604
9417
10458
10032
9457
9554
9700
9537
9483
9686
9481
9714
9588
9316
9360
9673
9565
9317
9549
9533
9401
9377
9558
9570
9268
9459
9393
9537
9381
9280
9482
9398
9410
9439
9421
9599
9723
9811
9477
9862
9607
9558
9543
9569
9664
9498
9661
9725
9335
9675
9309
9525
9316
9525
9512
9734
9348
9586
9274
9692
9433
9703
9502
9419
9577
9496
9405
9770
9393
9323
9432
9582
9299
9591
9291
9778
9438
9499
9545
9377
9551
9603
9159
9583
9531
9600
9383
9520
9602
9515
9414
9782
9380
9491
9398
9445
9202
9360
9495
9825
9494
9635
9463
9621
9463
9571
9265
9592
9223
9543
9682
9521
9403
9488
9341
9737
9496
9394
9646
9819
9802
9518
9229
9510
9514
9697
9425
9761
9495
9554
9837
9791
9685
9488
9760
9685
9388
9580
9537
9636
9445
9634
9331
9874
9542
9670
9418
9609
9636
9611
9232
9504
9622
9636
9612
9580
9466
9511
9874
9790
9457
9675
9384
9930
9366
9707
9465
9465
9478
9390
9395
9615
9192
9474
9263
9593
9223
9370
9376
9498
9357
9640
9540
9666
9378
9557
9451
9443
9451
9375
9851
9600
9584
9597
9523
9568
9743
9398
9621
9357
9915
9330
9627
9474
9739
9634
9572
9379
9642
9325
9581
9380
9705
9587
9429
9422
9441
9209
9766
9495
9591
9403
9402
9565
9661
9389
9563
9338
9655
9439
9522
9445
9563
9457
9763
9247
9559
9759
9736
9368
9577
9566
9725
9290
9567
9336
9682
9391
9383
9398
9802
9238
9326
9831
9680
9616
9520
9480
9664
9300
9556
9477
9568
9463
9550
9632
9363
9326
9682
9352
9520
9438
9543
9152
9644
9139
9671
9774
9729
9433
9663
9502
9498
9393
9745
9776
9697
9639
9779
10332
9595
9767
9801
9468
9566
9307
9697
9630
9497
9451
9789
9742
9720
9636
9347
9190
9837
9368
9758
9403
9575
9560
9609
9592
9615
9289
9389
9465
9606
9785
9595
9367
9498
9357
9397
9522
9418
9500
9472
9371
10034
9665
9545
9482
9438
9655
9753
9277
9551
9334
9922
9392
9319
9200
9640
9330
9453
9267
9559
9342
9509
9540
9750
9349
9549
9288
9229
9541
9286
9395
9514
9374
9673
9621
9450
9633
9769
9536
9763
9578
9438
9171
9727
9380
9821
9358
9610
9420
9459
9551
9686
9440
9482
9530
9372
9603
9643
9440
9494
9543
9778
9422
9552
9271
9451
9174
9588
9384
9643
9207
9498
9232
9432
9539
9418
9403
9282
9231
9379
9504
9534
9410
9415
9322
9445
9294
9584
9289
9634
9316
9626
9466
9368
9111
9350
9402
9521
9509
9487
9927
9480
9866
9874
9336
9486
9237
9643
9702
9505
9323
9590
9526
9651
9504
9739
9563
9460
9313
9655
9270
9407
9195
9427
9399
9416
9459
9484
9442
9331
9339
9442
9251
9462
9284
9741
9281
9524
9287
9406
9331
9673
9231
9406
9432
9345
9441
9469
9229
9657
9416
9665
9314
9502
9542
9908
9259
9499
9579
9702
9723
9516
9449
9477
9394
9615
9533
9555
9564
9653
9343
9615
9340
9856
9250
9373
9350
9479
9513
9474
9201
9597
9185
9661
9529
9632
9350
9639
9266
9437
9424
9485
9285
9361
9316
9766
9201
9437
9546
9533
9251
9446
9398
9371
9254
9413
9223
9414
9416
9656
9186
9375
9268
9390
9569
9501
9926
9352
9637
9721
9488
9452
9453
9776
9443
9805
9419
9866
9241
9412
9393
9726
9561
9768
9413
9520
9324
9341
9519
10100
9323
9866
9614
9670
9474
9788
9390
9394
9461
9389
9300
9626
9182
9536
9634
9530
9236
9485
9585
9432
9405
9509
9634
9552
9493
9766
